wall_id,length_u
wall_north_west,4.482453203082
wall_north,4.862443401302
wall_north_east,4.381868927494
wall_east_north,4.607304222905
wall_east,4.636884752702
wall_east_south,4.504728082020
wall_south_east,4.508047440951
wall_south,4.686127625929
wall_south_west,4.550848963523
wall_west_south,4.448306370910
wall_west,4.758118382600
wall_west_north,4.346865664849
