sequence_index,landmark_id,observed_x,observed_y,observed_radius_from_origin,observed_angle_degrees,click_rms_normalized,pass_registered_rms_normalized,free_fit_x,free_fit_y,free_fit_residual,free_fit_radial_residual,free_fit_angular_residual_degrees,fixed_radius7_x,fixed_radius7_y,fixed_radius7_residual,canonical_x,canonical_y,canonical_residual
0,star_endpoint_00_top,-0.014399324384,6.992516630180,6.992531456053,90.117986040295,0.005525450078,0.009621808753,-0.017542114784,6.999522070136,0.007678106568,-0.007014163294,-0.025537785546,-0.021049764617,6.999968350458,0.009987817098,0.000000000000,7.000000000000,0.016227796110
1,star_endpoint_01_upper_left,-5.480853335429,4.358637853019,7.002676432497,141.506593745817,0.003444240002,0.007061378677,-5.490832711268,4.343418933960,0.018198995561,0.001655577678,-0.148097484430,-5.485919946238,4.347951511168,0.011826599141,-5.472820377276,4.364428613011,0.009902591478
2,star_endpoint_02_lower_left,-6.825484345444,-1.616897087777,7.014384701623,-166.672805964392,0.007111153825,0.006493733257,-6.826748528239,-1.591825185158,0.025103753884,0.004464389515,0.201826465061,-6.819780515968,-1.578161498079,0.039153283131,-6.824495385273,-1.557646537694,0.059258802952
3,star_endpoint_03_bottom_left,-3.028635766336,-6.349363216390,7.034703110919,-115.501064940381,0.007577410607,0.005761841251,-3.019317707804,-6.336850408606,0.015601172182,0.015308261170,-0.024563807156,-3.018207259004,-6.315886710644,0.035063231484,-3.037186173823,-6.306782075317,0.043431129887
4,star_endpoint_04_bottom_right,3.050238523596,-6.308525623766,7.007242724249,-64.195744401397,0.003284382707,0.006197309614,3.064386684817,-6.318555962252,0.017342956959,-0.015195873447,-0.068383696932,3.056137624198,-6.297620409485,0.012398511460,3.037186173823,-6.306782075317,0.013168287505
5,star_endpoint_05_lower_right,6.836759043778,-1.530528395107,7.005982542864,-12.618609618986,0.004718415377,0.004764450540,6.843211157025,-1.550717937340,0.021195456610,-0.010704151639,0.149621941388,6.829148542533,-1.537117491938,0.010066574703,6.824495385273,-1.557646537694,0.029762240798
6,star_endpoint_06_upper_right,5.487155791243,4.375535737781,7.018133061575,38.569354234214,0.011373423450,0.007148695238,5.471623807277,4.376384387200,0.015555151293,0.011590776190,-0.084710448034,5.459671319097,4.380866248521,0.027996616829,5.472820377276,4.364428613011,0.018134837035
