selected_model,independent_pass_count,landmark_count,registration_landmark_count,training_rms_pixels,training_maximum_pixels,loo_rms_pixels,loo_maximum_pixels,anisotropy_ratio,linear_determinant,pixels_per_unit_maximum,pixels_per_unit_minimum,mean_pixels_per_unit,units_per_pixel_maximum,overall_click_rms_pixels,overall_click_rms_normalized,overall_pass_registered_rms_normalized,maximum_model_residual_normalized
affine,3,31,12,1.919266292959,3.235172837693,2.545169618135,4.245118135420,1.023099306917,5108.434646312208,72.294093438345,70.661853594843,71.477973516594,0.014151907276,0.895721882430,0.012484891350,0.012375768295,13.664687966217
