dataset_id,hypothesis,angle_rms_degrees,angle_maximum_degrees,support_rms_u,support_maximum_u
pass-01,REGULAR_DIRECTION_TANGENT,1.489813594640,2.811566441532,0.019064982529,0.040454734642
pass-01,RADIAL_SUPPORT,4.798487611456,7.130124881335,0.027150121918,0.044851368098
pass-02,REGULAR_DIRECTION_TANGENT,1.473529963835,2.508838997628,0.024326234020,0.050174686163
pass-02,RADIAL_SUPPORT,4.832774142164,6.894471013163,0.030795861868,0.050182557404
pass-03,REGULAR_DIRECTION_TANGENT,1.439346143191,2.591046782690,0.028396371275,0.059083045284
pass-03,RADIAL_SUPPORT,4.767779705345,6.924569383466,0.036718796540,0.059089704016
