candidate,beta_degrees,all_rms_u,all_maximum_u,cardinal_rms_u,oblique_rms_u,oblique_maximum_u,oblique_angular_rms_degrees
NJG_MICHELL_28,25.587895702680,0.038704043685,0.078025148369,0.021661563100,0.044859701719,0.078025148369,0.333577831687
NJG_28,25.714285714286,0.031053567461,0.062593646974,0.021661563100,0.034811986731,0.062593646974,0.240290928031
NJG_SVG,25.839585585550,0.027381371568,0.047303486916,0.021661563100,0.029832827647,0.047303486916,0.190272820131
NJG_INC,25.911931045856,0.027720638534,0.045961616348,0.021661563100,0.030299159115,0.045961616348,0.195110412200
