pass_id,sequence_index,observation_id,category,object_id,sample_index,description,model_x,model_y,registration_default,pixel_x,pixel_y,source_image,source_image_sha256,image_width_pixels,image_height_pixels
pass-02,0,square_corner_top_left,square_corner,square_corner_top_left,1,Earth-square corner: top left,-5.5,5.5,true,367.55903959270307,368.61936985173077,data/working/figure12/city_of_revelation_page_065.png,4f9ab63b94ac4c1a2ce2fe5217c2cb0542a6df77e30eb1f272f5c6f2c3d650d6,1512,2327
pass-02,1,square_corner_top_right,square_corner,square_corner_top_right,1,Earth-square corner: top right,5.5,5.5,true,1153.4980471226907,376.88869638036022,data/working/figure12/city_of_revelation_page_065.png,4f9ab63b94ac4c1a2ce2fe5217c2cb0542a6df77e30eb1f272f5c6f2c3d650d6,1512,2327
pass-02,2,square_corner_bottom_right,square_corner,square_corner_bottom_right,1,Earth-square corner: bottom right,5.5,-5.5,true,1143.20031768284,1169.8138632488574,data/working/figure12/city_of_revelation_page_065.png,4f9ab63b94ac4c1a2ce2fe5217c2cb0542a6df77e30eb1f272f5c6f2c3d650d6,1512,2327
pass-02,3,square_corner_bottom_left,square_corner,square_corner_bottom_left,1,Earth-square corner: bottom left,-5.5,-5.5,true,355.81986976201119,1162.2645317234344,data/working/figure12/city_of_revelation_page_065.png,4f9ab63b94ac4c1a2ce2fe5217c2cb0542a6df77e30eb1f272f5c6f2c3d650d6,1512,2327
pass-02,4,junction_top_left,square_circle_junction,junction_top_left,1,Earth-square / construction-circle junction: top left,-4.3301270189221936,5.5,true,452.48799189807369,367.56264393045581,data/working/figure12/city_of_revelation_page_065.png,4f9ab63b94ac4c1a2ce2fe5217c2cb0542a6df77e30eb1f272f5c6f2c3d650d6,1512,2327
pass-02,5,junction_top_right,square_circle_junction,junction_top_right,1,Earth-square / construction-circle junction: top right,4.3301270189221936,5.5,true,1069.590306464333,374.30693152134393,data/working/figure12/city_of_revelation_page_065.png,4f9ab63b94ac4c1a2ce2fe5217c2cb0542a6df77e30eb1f272f5c6f2c3d650d6,1512,2327
pass-02,6,junction_right_upper,square_circle_junction,junction_right_upper,1,Earth-square / construction-circle junction: right upper,5.5,4.3301270189221936,true,1152.7698534186193,459.73457433925955,data/working/figure12/city_of_revelation_page_065.png,4f9ab63b94ac4c1a2ce2fe5217c2cb0542a6df77e30eb1f272f5c6f2c3d650d6,1512,2327
pass-02,7,junction_right_lower,square_circle_junction,junction_right_lower,1,Earth-square / construction-circle junction: right lower,5.5,-4.3301270189221936,true,1144.9015178959162,1089.2014161554803,data/working/figure12/city_of_revelation_page_065.png,4f9ab63b94ac4c1a2ce2fe5217c2cb0542a6df77e30eb1f272f5c6f2c3d650d6,1512,2327
pass-02,8,junction_bottom_right,square_circle_junction,junction_bottom_right,1,Earth-square / construction-circle junction: bottom right,4.3301270189221936,-5.5,true,1060.5979230098155,1170.1328672461373,data/working/figure12/city_of_revelation_page_065.png,4f9ab63b94ac4c1a2ce2fe5217c2cb0542a6df77e30eb1f272f5c6f2c3d650d6,1512,2327
pass-02,9,junction_bottom_left,square_circle_junction,junction_bottom_left,1,Earth-square / construction-circle junction: bottom left,-4.3301270189221936,-5.5,true,442.37156051174156,1164.5126275870637,data/working/figure12/city_of_revelation_page_065.png,4f9ab63b94ac4c1a2ce2fe5217c2cb0542a6df77e30eb1f272f5c6f2c3d650d6,1512,2327
pass-02,10,junction_left_lower,square_circle_junction,junction_left_lower,1,Earth-square / construction-circle junction: left lower,-5.5,-4.3301270189221936,true,359.19201355745531,1077.9609368373335,data/working/figure12/city_of_revelation_page_065.png,4f9ab63b94ac4c1a2ce2fe5217c2cb0542a6df77e30eb1f272f5c6f2c3d650d6,1512,2327
pass-02,11,junction_left_upper,square_circle_junction,junction_left_upper,1,Earth-square / construction-circle junction: left upper,-5.5,4.3301270189221936,true,367.06034908015806,449.61814295292743,data/working/figure12/city_of_revelation_page_065.png,4f9ab63b94ac4c1a2ce2fe5217c2cb0542a6df77e30eb1f272f5c6f2c3d650d6,1512,2327
pass-02,12,moon_north_west_arc_01,moon_circumference,moon_north_west,1,Visible circumference sample 1/6 for north west Moon.,,,false,443.79874587265351,347.61317085863743,data/working/figure12/city_of_revelation_page_065.png,4f9ab63b94ac4c1a2ce2fe5217c2cb0542a6df77e30eb1f272f5c6f2c3d650d6,1512,2327
pass-02,13,moon_north_west_arc_02,moon_circumference,moon_north_west,2,Visible circumference sample 2/6 for north west Moon.,,,false,443.33716539051193,276.52977660882902,data/working/figure12/city_of_revelation_page_065.png,4f9ab63b94ac4c1a2ce2fe5217c2cb0542a6df77e30eb1f272f5c6f2c3d650d6,1512,2327
pass-02,14,moon_north_west_arc_03,moon_circumference,moon_north_west,3,Visible circumference sample 3/6 for north west Moon.,,,false,579.50340762228757,205.90796284116232,data/working/figure12/city_of_revelation_page_065.png,4f9ab63b94ac4c1a2ce2fe5217c2cb0542a6df77e30eb1f272f5c6f2c3d650d6,1512,2327
pass-02,15,moon_north_west_arc_04,moon_circumference,moon_north_west,4,Visible circumference sample 4/6 for north west Moon.,,,false,642.27835319354699,357.76794146575293,data/working/figure12/city_of_revelation_page_065.png,4f9ab63b94ac4c1a2ce2fe5217c2cb0542a6df77e30eb1f272f5c6f2c3d650d6,1512,2327
pass-02,16,moon_north_west_arc_05,moon_circumference,moon_north_west,5,Visible circumference sample 5/6 for north west Moon.,,,false,537.49958374740083,418.2349846263042,data/working/figure12/city_of_revelation_page_065.png,4f9ab63b94ac4c1a2ce2fe5217c2cb0542a6df77e30eb1f272f5c6f2c3d650d6,1512,2327
pass-02,17,moon_north_west_arc_06,moon_circumference,moon_north_west,6,Visible circumference sample 6/6 for north west Moon.,,,false,475.18621865828317,394.23279955494036,data/working/figure12/city_of_revelation_page_065.png,4f9ab63b94ac4c1a2ce2fe5217c2cb0542a6df77e30eb1f272f5c6f2c3d650d6,1512,2327
pass-02,18,moon_north_arc_01,moon_circumference,moon_north,1,Visible circumference sample 1/6 for north Moon.,,,false,663.51105537206115,216.06273344827781,data/working/figure12/city_of_revelation_page_065.png,4f9ab63b94ac4c1a2ce2fe5217c2cb0542a6df77e30eb1f272f5c6f2c3d650d6,1512,2327
pass-02,19,moon_north_arc_02,moon_circumference,moon_north,2,Visible circumference sample 2/6 for north Moon.,,,false,707.82278165765592,168.51994378769166,data/working/figure12/city_of_revelation_page_065.png,4f9ab63b94ac4c1a2ce2fe5217c2cb0542a6df77e30eb1f272f5c6f2c3d650d6,1512,2327
pass-02,20,moon_north_arc_03,moon_circumference,moon_north,3,Visible circumference sample 3/6 for north Moon.,,,false,844.91218485371496,188.82948500192265,data/working/figure12/city_of_revelation_page_065.png,4f9ab63b94ac4c1a2ce2fe5217c2cb0542a6df77e30eb1f272f5c6f2c3d650d6,1512,2327
pass-02,21,moon_north_arc_04,moon_circumference,moon_north,4,Visible circumference sample 4/6 for north Moon.,,,false,854.60537497868881,324.53414675155682,data/working/figure12/city_of_revelation_page_065.png,4f9ab63b94ac4c1a2ce2fe5217c2cb0542a6df77e30eb1f272f5c6f2c3d650d6,1512,2327
pass-02,22,moon_north_arc_05,moon_circumference,moon_north,5,Visible circumference sample 5/6 for north Moon.,,,false,709.20752310408079,357.76794146575293,data/working/figure12/city_of_revelation_page_065.png,4f9ab63b94ac4c1a2ce2fe5217c2cb0542a6df77e30eb1f272f5c6f2c3d650d6,1512,2327
