pass_id,sequence_index,observation_id,category,object_id,sample_index,description,model_x,model_y,registration_default,pixel_x,pixel_y,source_image,source_image_sha256,image_width_pixels,image_height_pixels
pass-01,0,square_corner_top_left,square_corner,square_corner_top_left,1,Earth-square corner: top left,-5.5,5.5,true,368.29196719039419,367.1648760010363,data/working/figure12/city_of_revelation_page_065.png,4f9ab63b94ac4c1a2ce2fe5217c2cb0542a6df77e30eb1f272f5c6f2c3d650d6,1512,2327
pass-01,1,square_corner_top_right,square_corner,square_corner_top_right,1,Earth-square corner: top right,5.5,5.5,true,1153.4353784288578,376.02616081863175,data/working/figure12/city_of_revelation_page_065.png,4f9ab63b94ac4c1a2ce2fe5217c2cb0542a6df77e30eb1f272f5c6f2c3d650d6,1512,2327
pass-01,2,square_corner_bottom_right,square_corner,square_corner_bottom_right,1,Earth-square corner: bottom right,5.5,-5.5,true,1143.0893229856299,1171.4298735210084,data/working/figure12/city_of_revelation_page_065.png,4f9ab63b94ac4c1a2ce2fe5217c2cb0542a6df77e30eb1f272f5c6f2c3d650d6,1512,2327
pass-01,3,square_corner_bottom_left,square_corner,square_corner_bottom_left,1,Earth-square corner: bottom left,-5.5,-5.5,true,357.13131944848016,1162.4509061224514,data/working/figure12/city_of_revelation_page_065.png,4f9ab63b94ac4c1a2ce2fe5217c2cb0542a6df77e30eb1f272f5c6f2c3d650d6,1512,2327
pass-01,4,junction_top_left,square_circle_junction,junction_top_left,1,Earth-square / construction-circle junction: top left,-4.3301270189221936,5.5,true,453.36416510227292,367.11556293047943,data/working/figure12/city_of_revelation_page_065.png,4f9ab63b94ac4c1a2ce2fe5217c2cb0542a6df77e30eb1f272f5c6f2c3d650d6,1512,2327
pass-01,5,junction_top_right,square_circle_junction,junction_top_right,1,Earth-square / construction-circle junction: top right,4.3301270189221936,5.5,true,1070.9407956649923,375.39504215010578,data/working/figure12/city_of_revelation_page_065.png,4f9ab63b94ac4c1a2ce2fe5217c2cb0542a6df77e30eb1f272f5c6f2c3d650d6,1512,2327
pass-01,6,junction_right_upper,square_circle_junction,junction_right_upper,1,Earth-square / construction-circle junction: right upper,5.5,4.3301270189221936,true,1152.0042317386105,461.85592271925157,data/working/figure12/city_of_revelation_page_065.png,4f9ab63b94ac4c1a2ce2fe5217c2cb0542a6df77e30eb1f272f5c6f2c3d650d6,1512,2327
pass-01,7,junction_right_lower,square_circle_junction,junction_right_lower,1,Earth-square / construction-circle junction: right lower,5.5,-4.3301270189221936,true,1143.422750250279,1088.8489727394403,data/working/figure12/city_of_revelation_page_065.png,4f9ab63b94ac4c1a2ce2fe5217c2cb0542a6df77e30eb1f272f5c6f2c3d650d6,1512,2327
pass-01,8,junction_bottom_right,square_circle_junction,junction_bottom_right,1,Earth-square / construction-circle junction: bottom right,4.3301270189221936,-5.5,true,1061.9063913505147,1170.1052293650896,data/working/figure12/city_of_revelation_page_065.png,4f9ab63b94ac4c1a2ce2fe5217c2cb0542a6df77e30eb1f272f5c6f2c3d650d6,1512,2327
pass-01,9,junction_bottom_left,square_circle_junction,junction_bottom_left,1,Earth-square / construction-circle junction: bottom left,-4.3301270189221936,-5.5,true,441.33163487676006,1164.0779957200957,data/working/figure12/city_of_revelation_page_065.png,4f9ab63b94ac4c1a2ce2fe5217c2cb0542a6df77e30eb1f272f5c6f2c3d650d6,1512,2327
pass-01,10,junction_left_lower,square_circle_junction,junction_left_lower,1,Earth-square / construction-circle junction: left lower,-5.5,-4.3301270189221936,true,357.93453025825147,1077.2966607692417,data/working/figure12/city_of_revelation_page_065.png,4f9ab63b94ac4c1a2ce2fe5217c2cb0542a6df77e30eb1f272f5c6f2c3d650d6,1512,2327
pass-01,11,junction_left_upper,square_circle_junction,junction_left_upper,1,Earth-square / construction-circle junction: left upper,-5.5,4.3301270189221936,true,366.44163925618466,448.02682950451134,data/working/figure12/city_of_revelation_page_065.png,4f9ab63b94ac4c1a2ce2fe5217c2cb0542a6df77e30eb1f272f5c6f2c3d650d6,1512,2327
pass-01,12,moon_north_west_arc_01,moon_circumference,moon_north_west,1,Visible circumference sample 1/6 for north west Moon.,,,false,440.91990699721947,335.38417327682708,data/working/figure12/city_of_revelation_page_065.png,4f9ab63b94ac4c1a2ce2fe5217c2cb0542a6df77e30eb1f272f5c6f2c3d650d6,1512,2327
pass-01,13,moon_north_west_arc_02,moon_circumference,moon_north_west,2,Visible circumference sample 2/6 for north west Moon.,,,false,450.03315582074924,260.72563483791021,data/working/figure12/city_of_revelation_page_065.png,4f9ab63b94ac4c1a2ce2fe5217c2cb0542a6df77e30eb1f272f5c6f2c3d650d6,1512,2327
pass-01,14,moon_north_west_arc_03,moon_circumference,moon_north_west,3,Visible circumference sample 3/6 for north west Moon.,,,false,578.31965849043752,205.69563232659584,data/working/figure12/city_of_revelation_page_065.png,4f9ab63b94ac4c1a2ce2fe5217c2cb0542a6df77e30eb1f272f5c6f2c3d650d6,1512,2327
pass-01,15,moon_north_west_arc_04,moon_circumference,moon_north_west,4,Visible circumference sample 4/6 for north west Moon.,,,false,629.1435461601227,378.14634083338984,data/working/figure12/city_of_revelation_page_065.png,4f9ab63b94ac4c1a2ce2fe5217c2cb0542a6df77e30eb1f272f5c6f2c3d650d6,1512,2327
pass-01,16,moon_north_west_arc_05,moon_circumference,moon_north_west,5,Visible circumference sample 5/6 for north west Moon.,,,false,531.35137609224557,419.15596053927379,data/working/figure12/city_of_revelation_page_065.png,4f9ab63b94ac4c1a2ce2fe5217c2cb0542a6df77e30eb1f272f5c6f2c3d650d6,1512,2327
pass-01,17,moon_north_west_arc_06,moon_circumference,moon_north_west,6,Visible circumference sample 6/6 for north west Moon.,,,false,468.61016303794452,387.61009922705534,data/working/figure12/city_of_revelation_page_065.png,4f9ab63b94ac4c1a2ce2fe5217c2cb0542a6df77e30eb1f272f5c6f2c3d650d6,1512,2327
pass-01,18,moon_north_arc_01,moon_circumference,moon_north,1,Visible circumference sample 1/6 for north Moon.,,,false,666.20483671225247,211.57259002945131,data/working/figure12/city_of_revelation_page_065.png,4f9ab63b94ac4c1a2ce2fe5217c2cb0542a6df77e30eb1f272f5c6f2c3d650d6,1512,2327
pass-01,19,moon_north_arc_02,moon_circumference,moon_north,2,Visible circumference sample 2/6 for north Moon.,,,false,711.23121551497957,165.83713439518522,data/working/figure12/city_of_revelation_page_065.png,4f9ab63b94ac4c1a2ce2fe5217c2cb0542a6df77e30eb1f272f5c6f2c3d650d6,1512,2327
pass-01,20,moon_north_arc_03,moon_circumference,moon_north,3,Visible circumference sample 3/6 for north Moon.,,,false,852.33750499124244,196.68197656713212,data/working/figure12/city_of_revelation_page_065.png,4f9ab63b94ac4c1a2ce2fe5217c2cb0542a6df77e30eb1f272f5c6f2c3d650d6,1512,2327
pass-01,21,moon_north_arc_04,moon_circumference,moon_north,4,Visible circumference sample 4/6 for north Moon.,,,false,845.24673667585239,334.95195871723899,data/working/figure12/city_of_revelation_page_065.png,4f9ab63b94ac4c1a2ce2fe5217c2cb0542a6df77e30eb1f272f5c6f2c3d650d6,1512,2327
pass-01,22,moon_north_arc_05,moon_circumference,moon_north,5,Visible circumference sample 5/6 for north Moon.,,,false,717.96744541460021,362.96049356302984,data/working/figure12/city_of_revelation_page_065.png,4f9ab63b94ac4c1a2ce2fe5217c2cb0542a6df77e30eb1f272f5c6f2c3d650d6,1512,2327
pass-01,23,moon_north_arc_06,moon_circumference,moon_north,6,Visible circumference sample 6/6 for north Moon.,,,false,672.58652819610359,325.37942149146232,data/working/figure12/city_of_revelation_page_065.png,4f9ab63b94ac4c1a2ce2fe5217c2cb0542a6df77e30eb1f272f5c6f2c3d650d6,1512,2327
pass-01,24,moon_north_east_arc_01,moon_circumference,moon_north_east,1,Visible circumference sample 1/6 for north east Moon.,,,false,890.6602069670696,251.882036652647,data/working/figure12/city_of_revelation_page_065.png,4f9ab63b94ac4c1a2ce2fe5217c2cb0542a6df77e30eb1f272f5c6f2c3d650d6,1512,2327
pass-01,25,moon_north_east_arc_02,moon_circumference,moon_north_east,2,Visible circumference sample 2/6 for north east Moon.,,,false,961.46314013449319,207.12156166174708,data/working/figure12/city_of_revelation_page_065.png,4f9ab63b94ac4c1a2ce2fe5217c2cb0542a6df77e30eb1f272f5c6f2c3d650d6,1512,2327
pass-01,26,moon_north_east_arc_03,moon_circumference,moon_north_east,3,Visible circumference sample 3/6 for north east Moon.,,,false,1088.0132103360374,325.12645027411963,data/working/figure12/city_of_revelation_page_065.png,4f9ab63b94ac4c1a2ce2fe5217c2cb0542a6df77e30eb1f272f5c6f2c3d650d6,1512,2327
pass-01,27,moon_north_east_arc_04,moon_circumference,moon_north_east,4,Visible circumference sample 4/6 for north east Moon.,,,false,1029.0107660298513,412.61283321087853,data/working/figure12/city_of_revelation_page_065.png,4f9ab63b94ac4c1a2ce2fe5217c2cb0542a6df77e30eb1f272f5c6f2c3d650d6,1512,2327
pass-01,28,moon_north_east_arc_05,moon_circumference,moon_north_east,5,Visible circumference sample 5/6 for north east Moon.,,,false,896.76390810219232,387.38420185237129,data/working/figure12/city_of_revelation_page_065.png,4f9ab63b94ac4c1a2ce2fe5217c2cb0542a6df77e30eb1f272f5c6f2c3d650d6,1512,2327
pass-01,29,moon_north_east_arc_06,moon_circumference,moon_north_east,6,Visible circumference sample 6/6 for north east Moon.,,,false,881.30119855988141,362.15557049386405,data/working/figure12/city_of_revelation_page_065.png,4f9ab63b94ac4c1a2ce2fe5217c2cb0542a6df77e30eb1f272f5c6f2c3d650d6,1512,2327
pass-01,30,moon_east_north_arc_01,moon_circumference,moon_east_north,1,Visible circumference sample 1/6 for east north Moon.,,,false,1102.6106447015891,539.18776138998317,data/working/figure12/city_of_revelation_page_065.png,4f9ab63b94ac4c1a2ce2fe5217c2cb0542a6df77e30eb1f272f5c6f2c3d650d6,1512,2327
pass-01,31,moon_east_north_arc_02,moon_circumference,moon_east_north,2,Visible circumference sample 2/6 for east north Moon.,,,false,1174.8679911427944,451.86253227857389,data/working/figure12/city_of_revelation_page_065.png,4f9ab63b94ac4c1a2ce2fe5217c2cb0542a6df77e30eb1f272f5c6f2c3d650d6,1512,2327
pass-01,32,moon_east_north_arc_03,moon_circumference,moon_east_north,3,Visible circumference sample 3/6 for east north Moon.,,,false,1258.4262495866528,456.65685858272974,data/working/figure12/city_of_revelation_page_065.png,4f9ab63b94ac4c1a2ce2fe5217c2cb0542a6df77e30eb1f272f5c6f2c3d650d6,1512,2327
pass-01,33,moon_east_north_arc_04,moon_circumference,moon_east_north,4,Visible circumference sample 4/6 for east north Moon.,,,false,1310.4789351746299,596.71967703985274,data/working/figure12/city_of_revelation_page_065.png,4f9ab63b94ac4c1a2ce2fe5217c2cb0542a6df77e30eb1f272f5c6f2c3d650d6,1512,2327
pass-01,34,moon_east_north_arc_05,moon_circumference,moon_east_north,5,Visible circumference sample 5/6 for east north Moon.,,,false,1259.1111533443893,651.85442953764459,data/working/figure12/city_of_revelation_page_065.png,4f9ab63b94ac4c1a2ce2fe5217c2cb0542a6df77e30eb1f272f5c6f2c3d650d6,1512,2327
pass-01,35,moon_east_north_arc_06,moon_circumference,moon_east_north,6,Visible circumference sample 6/6 for east north Moon.,,,false,1160.1425603514588,650.82707390103974,data/working/figure12/city_of_revelation_page_065.png,4f9ab63b94ac4c1a2ce2fe5217c2cb0542a6df77e30eb1f272f5c6f2c3d650d6,1512,2327
pass-01,36,moon_east_arc_01,moon_circumference,moon_east,1,Visible circumference sample 1/6 for east Moon.,,,false,1163.33983210217,718.03667964772671,data/working/figure12/city_of_revelation_page_065.png,4f9ab63b94ac4c1a2ce2fe5217c2cb0542a6df77e30eb1f272f5c6f2c3d650d6,1512,2327
pass-01,37,moon_east_arc_02,moon_circumference,moon_east,2,Visible circumference sample 2/6 for east Moon.,,,false,1322.1569269843731,685.40303001439725,data/working/figure12/city_of_revelation_page_065.png,4f9ab63b94ac4c1a2ce2fe5217c2cb0542a6df77e30eb1f272f5c6f2c3d650d6,1512,2327
pass-01,38,moon_east_arc_03,moon_circumference,moon_east,3,Visible circumference sample 3/6 for east Moon.,,,false,1347.1760583699256,842.40714436141536,data/working/figure12/city_of_revelation_page_065.png,4f9ab63b94ac4c1a2ce2fe5217c2cb0542a6df77e30eb1f272f5c6f2c3d650d6,1512,2327
pass-01,39,moon_east_arc_04,moon_circumference,moon_east,4,Visible circumference sample 4/6 for east Moon.,,,false,1206.4887688395725,875.04079399474483,data/working/figure12/city_of_revelation_page_065.png,4f9ab63b94ac4c1a2ce2fe5217c2cb0542a6df77e30eb1f272f5c6f2c3d650d6,1512,2327
pass-01,40,moon_east_arc_05,moon_circumference,moon_east,5,Visible circumference sample 5/6 for east Moon.,,,false,1161.5268515669852,831.16666504326861,data/working/figure12/city_of_revelation_page_065.png,4f9ab63b94ac4c1a2ce2fe5217c2cb0542a6df77e30eb1f272f5c6f2c3d650d6,1512,2327
pass-01,41,moon_east_arc_06,moon_circumference,moon_east,6,Visible circumference sample 6/6 for east Moon.,,,false,1153.9123333192083,737.61686942772428,data/working/figure12/city_of_revelation_page_065.png,4f9ab63b94ac4c1a2ce2fe5217c2cb0542a6df77e30eb1f272f5c6f2c3d650d6,1512,2327
pass-01,42,moon_east_south_arc_01,moon_circumference,moon_east_south,1,Visible circumference sample 1/6 for east south Moon.,,,false,1132.9630410717236,914.3997553560273,data/working/figure12/city_of_revelation_page_065.png,4f9ab63b94ac4c1a2ce2fe5217c2cb0542a6df77e30eb1f272f5c6f2c3d650d6,1512,2327
pass-01,43,moon_east_south_arc_02,moon_circumference,moon_east_south,2,Visible circumference sample 2/6 for east south Moon.,,,false,1266.0358123543001,909.32340985750943,data/working/figure12/city_of_revelation_page_065.png,4f9ab63b94ac4c1a2ce2fe5217c2cb0542a6df77e30eb1f272f5c6f2c3d650d6,1512,2327
pass-01,44,moon_east_south_arc_03,moon_circumference,moon_east_south,3,Visible circumference sample 3/6 for east south Moon.,,,false,1311.3603257339241,984.01820790713009,data/working/figure12/city_of_revelation_page_065.png,4f9ab63b94ac4c1a2ce2fe5217c2cb0542a6df77e30eb1f272f5c6f2c3d650d6,1512,2327
pass-01,45,moon_east_south_arc_04,moon_circumference,moon_east_south,4,Visible circumference sample 4/6 for east south Moon.,,,false,1208.3830313354181,1105.8504998715598,data/working/figure12/city_of_revelation_page_065.png,4f9ab63b94ac4c1a2ce2fe5217c2cb0542a6df77e30eb1f272f5c6f2c3d650d6,1512,2327
