schema_version,pass_id,source_image,source_image_sha256,image_width_pixels,image_height_pixels,reference_matrix_sha256,reference_landmarks_sha256,endpoint_index,endpoint_id,ray_index,pixel_x,pixel_y,endpoint_pixel_x,endpoint_pixel_y,radial_distance_pixels
1,pass-03,city_of_revelation_page_069.png,d2ba830db44db6b0a6db8a6d41be780e2f9ef6391d6d832355d0531c282563fa,1512,2327,afa55cce578adaf6315ee2f27b54f5cf1e369cc0165925ff71929471b60357dc,9549c5d416e903781a3ff227e84c278465f9d729259d1a5985c316773814ebd0,0,star_endpoint_00_top,0,707.279323,1000.691123,751.604684,941.959416,73.580914
1,pass-03,city_of_revelation_page_069.png,d2ba830db44db6b0a6db8a6d41be780e2f9ef6391d6d832355d0531c282563fa,1512,2327,afa55cce578adaf6315ee2f27b54f5cf1e369cc0165925ff71929471b60357dc,9549c5d416e903781a3ff227e84c278465f9d729259d1a5985c316773814ebd0,0,star_endpoint_00_top,1,793.579019,997.306821,751.604684,941.959416,69.463516
1,pass-03,city_of_revelation_page_069.png,d2ba830db44db6b0a6db8a6d41be780e2f9ef6391d6d832355d0531c282563fa,1512,2327,afa55cce578adaf6315ee2f27b54f5cf1e369cc0165925ff71929471b60357dc,9549c5d416e903781a3ff227e84c278465f9d729259d1a5985c316773814ebd0,1,star_endpoint_01_upper_left,0,384.498352,1201.155848,366.214129,1133.540349,70.044047
1,pass-03,city_of_revelation_page_069.png,d2ba830db44db6b0a6db8a6d41be780e2f9ef6391d6d832355d0531c282563fa,1512,2327,afa55cce578adaf6315ee2f27b54f5cf1e369cc0165925ff71929471b60357dc,9549c5d416e903781a3ff227e84c278465f9d729259d1a5985c316773814ebd0,1,star_endpoint_01_upper_left,1,434.416803,1131.354624,366.214129,1133.540349,68.237689
1,pass-03,city_of_revelation_page_069.png,d2ba830db44db6b0a6db8a6d41be780e2f9ef6391d6d832355d0531c282563fa,1512,2327,afa55cce578adaf6315ee2f27b54f5cf1e369cc0165925ff71929471b60357dc,9549c5d416e903781a3ff227e84c278465f9d729259d1a5985c316773814ebd0,2,star_endpoint_02_lower_left,0,322.380290,1501.858937,273.214313,1565.808170,80.664724
1,pass-03,city_of_revelation_page_069.png,d2ba830db44db6b0a6db8a6d41be780e2f9ef6391d6d832355d0531c282563fa,1512,2327,afa55cce578adaf6315ee2f27b54f5cf1e369cc0165925ff71929471b60357dc,9549c5d416e903781a3ff227e84c278465f9d729259d1a5985c316773814ebd0,2,star_endpoint_02_lower_left,1,341.416987,1595.350274,273.214313,1565.808170,74.325909
1,pass-03,city_of_revelation_page_069.png,d2ba830db44db6b0a6db8a6d41be780e2f9ef6391d6d832355d0531c282563fa,1512,2327,afa55cce578adaf6315ee2f27b54f5cf1e369cc0165925ff71929471b60357dc,9549c5d416e903781a3ff227e84c278465f9d729259d1a5985c316773814ebd0,3,star_endpoint_03_bottom_left,0,526.282659,1828.775763,543.110567,1907.108279,80.119670
1,pass-03,city_of_revelation_page_069.png,d2ba830db44db6b0a6db8a6d41be780e2f9ef6391d6d832355d0531c282563fa,1512,2327,afa55cce578adaf6315ee2f27b54f5cf1e369cc0165925ff71929471b60357dc,9549c5d416e903781a3ff227e84c278465f9d729259d1a5985c316773814ebd0,3,star_endpoint_03_bottom_left,1,615.543618,1869.387384,543.110567,1907.108279,81.666473
1,pass-03,city_of_revelation_page_069.png,d2ba830db44db6b0a6db8a6d41be780e2f9ef6391d6d832355d0531c282563fa,1512,2327,afa55cce578adaf6315ee2f27b54f5cf1e369cc0165925ff71929471b60357dc,9549c5d416e903781a3ff227e84c278465f9d729259d1a5985c316773814ebd0,4,star_endpoint_04_bottom_right,0,990.936310,1820.287064,972.652087,1902.849957,84.563255
1,pass-03,city_of_revelation_page_069.png,d2ba830db44db6b0a6db8a6d41be780e2f9ef6391d6d832355d0531c282563fa,1512,2327,afa55cce578adaf6315ee2f27b54f5cf1e369cc0165925ff71929471b60357dc,9549c5d416e903781a3ff227e84c278465f9d729259d1a5985c316773814ebd0,4,star_endpoint_04_bottom_right,1,899.983199,1865.129063,972.652087,1902.849957,81.875717
1,pass-03,city_of_revelation_page_069.png,d2ba830db44db6b0a6db8a6d41be780e2f9ef6391d6d832355d0531c282563fa,1512,2327,afa55cce578adaf6315ee2f27b54f5cf1e369cc0165925ff71929471b60357dc,9549c5d416e903781a3ff227e84c278465f9d729259d1a5985c316773814ebd0,5,star_endpoint_05_lower_right,0,1173.977658,1478.719491,1238.608829,1556.628969,101.227837
1,pass-03,city_of_revelation_page_069.png,d2ba830db44db6b0a6db8a6d41be780e2f9ef6391d6d832355d0531c282563fa,1512,2327,afa55cce578adaf6315ee2f27b54f5cf1e369cc0165925ff71929471b60357dc,9549c5d416e903781a3ff227e84c278465f9d729259d1a5985c316773814ebd0,5,star_endpoint_05_lower_right,1,1168.478168,1590.824487,1238.608829,1556.628969,78.023350
1,pass-03,city_of_revelation_page_069.png,d2ba830db44db6b0a6db8a6d41be780e2f9ef6391d6d832355d0531c282563fa,1512,2327,afa55cce578adaf6315ee2f27b54f5cf1e369cc0165925ff71929471b60357dc,9549c5d416e903781a3ff227e84c278465f9d729259d1a5985c316773814ebd0,6,star_endpoint_06_upper_right,0,1060.964160,1130.314670,1141.247727,1129.962169,80.284341
1,pass-03,city_of_revelation_page_069.png,d2ba830db44db6b0a6db8a6d41be780e2f9ef6391d6d832355d0531c282563fa,1512,2327,afa55cce578adaf6315ee2f27b54f5cf1e369cc0165925ff71929471b60357dc,9549c5d416e903781a3ff227e84c278465f9d729259d1a5985c316773814ebd0,6,star_endpoint_06_upper_right,1,1123.150705,1208.999686,1141.247727,1129.962169,81.082867
