schema_version,pass_id,source_image,source_image_sha256,image_width_pixels,image_height_pixels,reference_matrix_sha256,reference_landmarks_sha256,endpoint_index,endpoint_id,ray_index,pixel_x,pixel_y,endpoint_pixel_x,endpoint_pixel_y,radial_distance_pixels
1,pass-01,city_of_revelation_page_069.png,d2ba830db44db6b0a6db8a6d41be780e2f9ef6391d6d832355d0531c282563fa,1512,2327,afa55cce578adaf6315ee2f27b54f5cf1e369cc0165925ff71929471b60357dc,9549c5d416e903781a3ff227e84c278465f9d729259d1a5985c316773814ebd0,0,star_endpoint_00_top,0,706.856286,1001.114161,751.604684,941.959416,74.173465
1,pass-01,city_of_revelation_page_069.png,d2ba830db44db6b0a6db8a6d41be780e2f9ef6391d6d832355d0531c282563fa,1512,2327,afa55cce578adaf6315ee2f27b54f5cf1e369cc0165925ff71929471b60357dc,9549c5d416e903781a3ff227e84c278465f9d729259d1a5985c316773814ebd0,0,star_endpoint_00_top,1,794.002057,998.152897,751.604684,941.959416,70.393498
1,pass-01,city_of_revelation_page_069.png,d2ba830db44db6b0a6db8a6d41be780e2f9ef6391d6d832355d0531c282563fa,1512,2327,afa55cce578adaf6315ee2f27b54f5cf1e369cc0165925ff71929471b60357dc,9549c5d416e903781a3ff227e84c278465f9d729259d1a5985c316773814ebd0,1,star_endpoint_01_upper_left,0,387.882653,1213.423942,366.214129,1133.540349,82.770245
1,pass-01,city_of_revelation_page_069.png,d2ba830db44db6b0a6db8a6d41be780e2f9ef6391d6d832355d0531c282563fa,1512,2327,afa55cce578adaf6315ee2f27b54f5cf1e369cc0165925ff71929471b60357dc,9549c5d416e903781a3ff227e84c278465f9d729259d1a5985c316773814ebd0,1,star_endpoint_01_upper_left,1,450.069199,1130.931586,366.214129,1133.540349,83.895640
1,pass-01,city_of_revelation_page_069.png,d2ba830db44db6b0a6db8a6d41be780e2f9ef6391d6d832355d0531c282563fa,1512,2327,afa55cce578adaf6315ee2f27b54f5cf1e369cc0165925ff71929471b60357dc,9549c5d416e903781a3ff227e84c278465f9d729259d1a5985c316773814ebd0,2,star_endpoint_02_lower_left,0,323.649403,1501.435899,273.214313,1565.808170,81.777060
1,pass-01,city_of_revelation_page_069.png,d2ba830db44db6b0a6db8a6d41be780e2f9ef6391d6d832355d0531c282563fa,1512,2327,afa55cce578adaf6315ee2f27b54f5cf1e369cc0165925ff71929471b60357dc,9549c5d416e903781a3ff227e84c278465f9d729259d1a5985c316773814ebd0,2,star_endpoint_02_lower_left,1,343.109138,1596.619387,273.214313,1565.808170,76.384669
1,pass-01,city_of_revelation_page_069.png,d2ba830db44db6b0a6db8a6d41be780e2f9ef6391d6d832355d0531c282563fa,1512,2327,afa55cce578adaf6315ee2f27b54f5cf1e369cc0165925ff71929471b60357dc,9549c5d416e903781a3ff227e84c278465f9d729259d1a5985c316773814ebd0,3,star_endpoint_03_bottom_left,0,526.282659,1826.237536,543.110567,1907.108279,82.602999
1,pass-01,city_of_revelation_page_069.png,d2ba830db44db6b0a6db8a6d41be780e2f9ef6391d6d832355d0531c282563fa,1512,2327,afa55cce578adaf6315ee2f27b54f5cf1e369cc0165925ff71929471b60357dc,9549c5d416e903781a3ff227e84c278465f9d729259d1a5985c316773814ebd0,3,star_endpoint_03_bottom_left,1,615.120581,1869.810422,543.110567,1907.108279,81.096068
1,pass-01,city_of_revelation_page_069.png,d2ba830db44db6b0a6db8a6d41be780e2f9ef6391d6d832355d0531c282563fa,1512,2327,afa55cce578adaf6315ee2f27b54f5cf1e369cc0165925ff71929471b60357dc,9549c5d416e903781a3ff227e84c278465f9d729259d1a5985c316773814ebd0,4,star_endpoint_04_bottom_right,0,989.244159,1827.478706,972.652087,1902.849957,77.175919
1,pass-01,city_of_revelation_page_069.png,d2ba830db44db6b0a6db8a6d41be780e2f9ef6391d6d832355d0531c282563fa,1512,2327,afa55cce578adaf6315ee2f27b54f5cf1e369cc0165925ff71929471b60357dc,9549c5d416e903781a3ff227e84c278465f9d729259d1a5985c316773814ebd0,4,star_endpoint_04_bottom_right,1,899.560162,1865.129063,972.652087,1902.849957,82.251416
